4009	104
7785	61
1097	483
1015	1108
1843	656
4444	1293
8105	1108
7573	625
7856	1170
2852	134
6559	976
4005	106
4369	266
5875	948
5530	566
4336	1093
6005	292
3114	666
4319	862
389	1221
127	405
1837	1194
4861	1126
4786	1196
6579	108
5593	1228
6713	767
3590	275
2524	1019
3894	1158
6308	896
6764	782
4101	783
4828	33
7654	75
47	373
8041	182
2068	104
3338	683
542	528
5324	813
157	799
6332	1106
6338	725
3065	531
5564	1287
3123	81
628	404
4486	866
1711	389
1238	784
1849	160
6380	340
3061	27
1875	222
1538	450
1013	784
3626	289
2641	926
8198	1147
4062	337
4811	33
7682	150
97	39
5832	1086
7927	266
4544	287
17	216
8239	196
2900	146
6202	1180
27	87
6613	526
8118	377
1212	909
4783	1157
3605	141
5022	450
6170	301
8019	1032
7704	1142
6715	799
1684	1163
5635	94
2350	783
8487	856
5178	316
6350	754
8127	642
3139	196
1041	189
410	321
7194	281
3199	363
8318	535
8414	87
1852	291
3345	1035
4480	174
2499	783
8369	87
3748	959
5466	1198
8366	370
4167	353
3671	144
8664	822
5500	448
7700	266
1866	676
3381	933
6659	734
3953	862
8457	923
2556	1268
7967	116
4600	516
7823	842
7587	625
472	823
7006	625
2984	36
3939	1288
346	781
6636	256
7585	174
8596	1095
3169	286
853	1322
8690	328
2532	1119
4996	783
1484	913
4286	194
6067	1201
5452	61
2076	134
4525	135
688	612
30	1061
5447	240
4304	469
4346	1142
230	292
1904	520
614	1116
2826	338
3343	716
1223	720
1144	610
5327	1130
8467	495
3554	991
1813	39
2667	413
3265	681
3047	1118
3411	289
5118	1061
7522	1131
7462	962
8286	11
5158	1195
4877	195
3293	959
4863	755
4039	340
4531	89
8033	289
3290	681
2107	929
6552	926
3717	1227
8345	470
4932	321
6742	1100
7218	1247
3200	133
6877	934
3687	61
5396	404
3602	348
4464	495
522	909
1857	994
1808	1093
2883	846
4401	725
1725	449
2047	994
1814	994
8643	854
4798	926
6473	1324
4635	712
5984	467
4402	275
2137	375
1516	1061
8092	36
8627	181
8391	638
2545	754
2456	1271
5820	242
2725	33
1642	783
4076	793
4739	281
3686	909
8506	644
5538	1089
1999	612
2912	538
3775	1238
8655	248
2517	920
324	151
1940	61
2655	224
2053	601
295	266
4386	1060
5649	981
4611	670
4140	124
4013	1136
6621	137
7657	770
7838	1216
1859	1130
5655	919
6673	1179
4213	688
3947	1227
8089	490
6923	415
3796	631
7474	103
7932	773
911	135
4272	286
3558	1126
7718	654
1048	79
3512	158
4482	127
1077	257
2312	1173
5849	262
7537	675
6357	195
5053	842
7655	680
3143	1200
1098	495
5822	275
4200	799
3851	161
3492	823
6940	1188
2155	1003
514	323
2207	731
7630	734
5110	301
3863	433
2275	799
2620	1226
2150	792
8466	932
8529	320
1045	921
654	779
6086	104
140	296
443	228
6610	553
3527	873
4056	438
4242	929
7740	673
6163	820
858	941
3975	933
6953	370
2516	144
7541	133
3088	957
2541	1302
8287	61
4843	536
948	948
3735	653
1229	1037
6329	229
1148	929
1968	1030
5086	516
2365	903
7332	545
7197	425
558	395
8580	1168
4221	605
6787	266
7315	431
1263	404
7440	154
1611	1215
5100	644
1799	1098
1658	46
1320	991
7571	359
3820	845
6775	658
7532	817
7995	1130
3379	1005
551	464
8116	574
7752	488
2531	1036
3435	746
1559	184
7901	1130
6079	846
2151	370
7414	1033
2295	1254
6073	308
3545	1177
1012	1283
4058	616
7656	1093
5064	89
7678	649
6268	21
4103	1058
5497	536
5729	813
8197	909
8202	984
2927	27
2235	1272
3641	355
2073	490
7319	820
7907	932
2218	44
2734	994
7277	280
418	1142
7734	281
6937	615
3858	843
3115	601
5520	1311
6130	628
4856	386
4420	685
6905	1227
5856	1093
7461	281
5818	877
5116	447
6941	843
6815	305
4098	856
1306	629
3535	375
390	281
7528	681
2729	660
5373	376
2568	614
7625	131
5491	948
2427	1058
3966	574
1851	310
5235	565
352	331
2323	1004
6508	1035
6804	375
6255	266
4944	737
7246	141
6180	166
3833	638
4642	142
7145	240
6219	598
2249	82
5334	281
3912	104
8080	674
241	948
7041	321
4384	971
6412	320
4143	647
1690	1033
5050	133
7235	362
8165	725
154	193
8654	281
5869	1179
8503	782
4709	38
1135	1041
3470	281
6672	103
249	1008
552	611
2494	296
4207	148
8498	565
768	569
1683	371
5865	404
6446	610
102	969
2178	1208
1505	607
8153	899
2688	626
2800	519
3653	569
2478	142
3398	790
4457	1097
1237	116
6915	1192
7258	1039
3130	182
1649	1163
2914	976
7402	815
3126	680
7830	362
3986	489
5811	893
6646	275
2699	430
4164	266
8606	1287
5989	680
1372	1213
8133	754
4622	228
7034	776
5983	677
5641	29
735	845
2977	761
6661	339
4169	1062
8334	370
2263	430
2072	281
8017	154
7238	724
1549	843
2367	211
935	1069
3237	630
1404	1224
4173	793
2999	47
5926	850
4905	440
3774	536
8562	322
6860	678
6995	340
5133	550
864	1299
4171	124
2589	888
7368	610
7831	651
3845	572
961	1139
1971	181
4125	299
5337	1161
3724	710
6744	475
1822	75
2083	849
8319	316
2165	962
666	1162
5751	1198
7644	1059
7921	275
7479	899
484	1313
8400	255
4020	1199
6900	193
70	569
3315	334
4473	1123
4123	981
2093	839
7517	734
2593	1227
8272	281
5604	933
912	722
5031	620
4255	856
3332	713
5007	1127
302	1119
3746	148
7790	130
6179	33
7646	963
51	630
3552	1103
4677	195
7444	741
4475	536
1528	654
6319	31
4276	135
664	1109
1643	970
6089	392
7283	845
7071	362
559	1119
7441	634
5686	775
5913	1267
973	720
5326	404
2867	0
1587	820
7154	415
7488	296
5344	460
4890	1179
3198	281
1714	40
3922	1035
7703	958
7199	320
3560	172
1966	751
2065	378
6013	626
1886	644
7974	574
5714	565
7690	635
5299	140
6913	1201
1726	600
7128	1319
2352	476
6797	1098
2002	822
7359	969
8402	1179
7758	913
5307	81
4224	610
805	453
2865	525
5526	644
6035	1118
5935	675
6513	276
2158	258
5103	153
3260	181
7834	310
5155	89
4746	1249
3489	404
6575	1225
4109	448
3380	447
3899	438
306	1238
1925	161
8396	901
4972	322
3215	67
1241	181
8008	39
6793	502
5738	812
3484	410
3058	962
1219	1231
609	680
1688	660
1767	1119
2772	531
6369	800
231	32
25	266
7106	266
6138	1298
3073	91
1652	848
3818	13
560	359
1984	1052
180	706
6624	1288
4300	953
2677	591
4694	339
671	321
4645	404
4921	1043
327	105
3961	1185
478	601
7759	986
1607	357
4770	733
5663	591
3528	148
5164	1266
1897	453
2603	675
8067	276
5102	156
5694	1300
2441	948
331	1109
1698	413
3098	488
4151	1124
7961	652
5814	536
234	495
7602	106
7323	387
3513	36
4259	300
5108	450
2878	441
2013	135
4027	79
4617	1065
3165	1093
3463	1134
5937	436
7492	115
2328	1001
5276	1064
1427	962
4426	566
716	490
5727	490
4378	1195
2243	289
7327	398
6650	1238
8348	764
7043	135
5603	1058
555	770
3711	1157
5971	1321
5749	665
512	448
8405	1170
6231	994
4760	748
1959	423
1770	534
993	104
6489	314
7050	856
6587	1256
1827	368
4583	736
974	983
5809	336
659	948
6159	263
1889	861
7936	962
1621	1152
2659	473
5542	344
7910	1165
245	286
7562	1130
5994	622
7815	620
3826	436
8575	782
4449	823
5977	181
1589	1030
6928	1046
6563	154
4602	266
6173	181
8018	241
2188	195
1428	784
1503	1314
8673	846
6131	404
6119	1065
4629	588
6938	1033
4683	1201
2520	364
4703	158
7650	631
4815	694
4852	478
1333	277
6197	679
441	700
1676	1223
3732	185
7962	701
4904	483
1224	287
2623	644
3490	782
2895	754
3831	353
6404	450
6571	1315
582	1122
797	404
2121	817
4348	156
7966	320
8043	960
5850	518
7164	828
2114	780
1789	731
7015	229
4817	775
7228	1102
6126	1192
5059	1143
6760	356
8477	366
1489	725
3569	1189
976	749
6539	343
4203	61
3407	33
4656	1171
2450	719
3636	195
8243	976
5637	158
1980	1105
3412	195
5917	1192
7206	460
4036	21
2877	937
6333	307
5498	32
4558	623
3825	477
884	1244
5233	1313
3176	369
1863	853
50	1315
7350	1268
4559	1168
6516	13
6557	370
5353	331
1174	637
2518	404
2088	69
7407	404
1350	81
2015	292
5864	663
1805	23
3467	545
11	47
4130	131
1294	853
3739	134
4012	1232
3333	316
3642	859
1638	420
5572	892
2335	951
4997	1324
5474	561
8577	536
5310	446
1434	141
6142	1212
7107	1244
2033	536
4110	306
504	1170
7828	129
867	44
5521	1108
253	614
3054	775
1867	536
2797	722
2404	957
4618	958
3177	822
2810	413
8299	283
6334	591
6641	653
2195	909
7027	970
4918	349
2375	1119
4684	1238
2399	963
1832	652
7170	32
8012	417
1565	702
3057	1282
8432	273
5317	574
5026	310
746	669
6888	384
7249	1034
5997	1106
6400	376
878	1002
5068	141
2057	970
4661	700
8437	465
5410	1065
3838	890
8270	948
481	746
3326	520
1989	531
648	691
6196	896
5194	581
7366	196
4429	1194
8662	783
6987	705
6352	448
540	625
8394	962
4991	755
7728	143
6607	503
4223	653
7263	430
118	377
4911	438
2064	32
7732	368
7769	151
7058	668
6535	942
7013	491
8379	1244
2737	135
3522	409
3191	1295
9	924
1692	382
4736	503
7025	761
5601	86
752	1238
3611	70
6191	953
2925	210
4156	1109
6124	577
7482	113
3754	134
3791	135
1608	176
7280	784
6424	1070
7876	982
6164	975
5892	1189
2869	808
7491	275
3301	1244
1893	228
744	321
6653	1179
8509	358
7598	378
339	1043
8222	47
5504	554
2433	448
7452	842
4209	1238
7047	118
6711	1024
1073	764
7607	889
510	33
6414	648
1052	432
712	1043
954	589
1433	641
6718	404
3437	145
2075	516
5154	735
2866	495
1895	1274
1910	1286
6605	409
4714	905
2723	550
4146	530
1783	849
533	320
603	106
2540	1057
2471	783
1113	1102
5213	450
3207	153
3756	422
4331	738
8145	443
3779	264
7450	405
5708	228
8214	181
1824	189
8060	292
6341	1034
3669	274
5364	129
6908	1126
8488	761
357	775
5371	354
6474	1156
3882	977
3744	172
363	677
1775	973
5408	185
3903	1033
6096	887
8154	1071
62	849
5210	179
7005	370
4308	697
956	659
1860	206
6832	1312
252	189
4680	909
3104	70
2126	204
7470	1085
4723	808
1550	818
3913	554
5878	237
1403	266
5535	458
1901	430
4749	699
4497	27
3729	283
6094	117
1462	496
2097	754
3396	1002
4137	1093
4650	104
8267	367
7857	429
1368	276
7702	813
3276	27
4565	776
6570	172
5318	192
2230	384
1951	272
1140	281
6943	336
8353	634
1201	169
3303	746
4900	981
6401	1123
4848	266
5037	694
2955	27
1016	846
8048	1037
1579	295
8177	306
6767	610
1448	1284
4375	612
5149	1147
4182	614
5797	755
445	149
3875	119
728	240
6375	404
2504	42
1985	1315
6144	1287
5170	1033
2724	43
2016	495
1530	1119
4181	300
3495	92
4487	123
359	39
3460	352
4111	134
2939	1203
6246	754
8278	196
6517	81
7668	281
3716	130
8224	1253
6818	503
3617	33
921	644
2278	104
1753	448
4100	1061
6302	422
2558	1151
4698	404
8241	274
8005	274
1342	644
7411	123
3304	817
4793	1066
5640	1308
8344	378
8495	199
6383	1250
2280	403
1915	1064
5888	483
7340	1127
3728	799
5387	1049
7278	512
6288	494
7121	861
6237	312
251	790
5455	1120
3861	859
6019	329
2529	1111
114	231
1440	79
396	721
3329	435
5980	614
8036	612
7976	277
8311	442
1475	653
1287	1049
5311	886
8097	286
3468	328
1216	1159
6879	908
8010	842
2120	1130
1819	144
6188	1059
6358	507
5173	735
6821	755
82	853
4605	853
7626	857
2522	196
104	61
1018	623
7032	1194
5077	294
1675	1088
1400	95
6939	1150
6017	845
2184	700
7514	581
8191	1126
3803	1322
6139	1061
5967	1227
2631	127
404	66
4243	271
6044	836
8176	691
5182	292
8132	368
7779	368
6298	1109
5380	969
898	676
1446	328
5483	1179
8406	902
2112	926
3629	289
3553	1004
4547	1033
3504	281
8685	632
1282	1215
8053	310
1495	667
5652	422
7751	140
7456	1211
6025	450
4218	661
7588	922
5316	212
6757	1118
5819	970
4781	869
5015	47
6345	889
4562	775
5914	1128
586	375
7971	425
434	415
453	751
6702	115
2173	761
8484	321
3286	517
8294	648
7501	320
4054	450
5636	422
917	858
7413	1157
945	140
5978	634
1214	289
7141	1161
5397	166
7455	489
6157	82
5187	652
7176	878
163	1195
676	860
8284	970
3367	638
1650	404
4409	466
5646	761
4018	746
8000	755
5067	403
2825	489
3120	371
1354	1241
2830	1168
6984	61
2990	928
5269	449
3538	379
6485	77
371	51
8186	1249
1961	123
